LetterCount, Pattern, Word1, Word2, Word3, Word4, Word5, Word6, Word7, Word8, Word9
15 Letters,"6,9",public borrowing,public execution,public knowledge,public libraries,public ownership,public relations,public schoolboy,public tendering,public transport
15 Letters,"6,9",pulled ligaments,purely medicinal,purple bushbrown,purple sandpiper,queen's messenger,quince marmalade,rabbit droppings,Rachel Whiteread,racial diversity
15 Letters,"6,9",racial tolerance,,,,,,,,
15 Letters,"6,9",racing certainty,ragged trousered,Ramsay Macdonald,really something,record libraries,rectus abdominis,reduce emissions,refuse collector,refuse admission
15 Letters,"6,9",regius professor,relief operation,remain anonymous,rental agreement,repeat flowering,repeat offenders,rescue operation,riding committee,riding roughshod
15 Letters,"6,9",rigged elections,ringed hornsnail,rising inflation,Robert Galbraith,Robert Glenister,Robert Pattinson,Robert Southwell,Robert Stevenson,rocket launchers
15 Letters,"6,9",rocket propelled,rocket scientist,,,,,,,
15 Letters,"6,9",Roget's Thesaurus,Ronnie O'Sullivan,roving reporters,rubbed shoulders,rufous fieldwren,rugged landscape,Rupert Sheldrake,russet antshrike,Sachin Tendulkar
15 Letters,"6,9",Sacris Solemniis,safety conscious,safety equipment,salami technique,salary sacrifice,salvia divinorum,Samson Agonistes,savage criticism,school governors
15 Letters,"6,9",school inspector,school orchestra,school timetable,Scipio Africanus,second amendment,second breakfast,second childhood,second honeymoon,second stringers
15 Letters,"6,9",second violinist,secret handshake,secret societies,select committee,serial adulterer,Sergei Prokofiev,serial offenders,sewing machinist,Sextus Empiricus
15 Letters,"6,9",sexual chemistry,sexual fantasies,sexual impotence,,,,,,
15 Letters,"6,9",sexual overtures,sexual plaything,sexual predators,sexual relations,sexual restraint,sexual selection,shabby gentility,shadow ministers,Shappi Khorsandi
15 Letters,"6,9",shared ownership,sharia compliant,shifty character,shilly shallying,showed restraint,shrink resistant,silent treatment,silver fulminate,silver medallist
15 Letters,"6,9",simple fractions,single barrelled,slight advantage,soccer hooligans,social butterfly,social Darwinism,social Darwinist,social democracy,social democrats
15 Letters,"6,9",social exclusion,social gathering,social hierarchy,social inclusion,social insurance,social isolation,social scientist,social secretary,
15 Letters,"6,9",sodium carbonate,sodium hydroxide,sodium pentothal,soiled underwear,Soviet dissident,speech therapist,Speyer cathedral,spinal curvature,spiral staircase
15 Letters,"6,9",sports equipment,sports programme,sports therapist,spread confusion,spread eaglewise,Spring Awakening,spring flowering,Spring Offensive,spring vegetable
15 Letters,"6,9",sprint triathlon,stable companion,stands corrected,steady boyfriend,Steven Spielberg,sticky situation,strain credulity,strange attractor,strange particles
15 Letters,"6,9",street furniture,street protestor,stress fractures,strike committee,strike deadlines,,,,
15 Letters,"6,9",string orchestra,string quartette,strong contender,studio apartment,studio audiences,Suella Braverman,summer flowering,Summer Lightning,summer residence
15 Letters,"6,9",Sunday afternoon,Sunday Telegraph,Sunset Boulevard,Sutton Coldfield,Sybill Trelawney,tailed redbreast,Taimyr Peninsula,taking advantage,taking exception
15 Letters,"6,9",taking liberties,tamper resistant,,,,,,,
15 Letters,"6,9",Tamzin Outhwaite,tandem pushchair,Taurus Mountains,tender heartedly,themed crossword,thirst quenching,thirty something,Thomas Culpepper,Thomas Gradgrind
15 Letters,"6,9",Thomas Jefferson,Thomas Middleton,throat infection,throat pastilles,thrown overboard,throws overboard,ticket collector,ticket inspector,Tigran Petrosian
15 Letters,"6,9",toilet freshener,tomato seedlings,tossed overboard,travel brochures,travel incognito,travel insurance,tribal chieftain,tricky customers,tricky procedure
15 Letters,"6,9",tricky situation,tufted antshrike,twelve disciples,twenty questions,twenty something,Tyrion Lannister,Ulster Chieftain,Ulster unionists,unfair advantage
15 Letters,"6,9",unfair dismissal,unruly behaviour,vastly different,veiled chameleon,Velcro fastening,velvet handcuffs,verbal agreement,verbal contracts,
15 Letters,"6,9",verbal diarrhoea,vermis cerebelli,vested interests,violet macaroons,violin concertos,virgin parchment,virgin territory,votive offerings,vulgar fractions
15 Letters,"6,9",walrus moustache,Walter Greenwood,Walter Swinburne,warped judgement,Wavell Wakefield,weekly briefings,weight reduction,whited sepulchre,Wiener Schnitzel
15 Letters,"6,9",window envelopes,window gardeners,window gardening,winter brassicas,Winter Daydreams,winter flowering,Winter Landscape,Woman's Constancy,Women's Institute
15 Letters,"6,9",women's intuition,yellow corydalis,yellow hornpoppy,yellow pimpernel,yellow stockings,Yellow Submarine,Yvonne Goolagong,Zagros Mountains,zapata moustache
15 Letters,"7,1,3,4",knocked a few back,wearing a bit thin,,,,,,,
15 Letters,"7,1,4,3",pulling a fast one,,,,,,,,
15 Letters,"7,1,7",arrange a meeting,beating a retreat,Charles J Guiteau,convene a meeting,convert a penalty,deliver a verdict,dropped a clanger,enlarge a picture,perform a miracle
15 Letters,"7,1,7",playing a blinder,started a quarrel,suffers a setback,unweave a rainbow,Vitamin B complex,without a purpose,without a scratch,,
15 Letters,"7,2,1,5",neglect of a minor,working up a sweat,,,,,,,
15 Letters,"7,2,2,4",brought up to date,Frances de la Tour,Gaspard de la Nuit,Georges de la Tour,Georgia on my Mind,nowhere to be seen,quarter of an hour,remains to be seen,William de la Pole
15 Letters,"7,2,2,4",Wouldn't It Be Nice,,,,,,,,
15 Letters,"7,2,3,3",arrived on the dot,arrives on the dot,basking in the sun,castles in the air,Catcher in the Rye,Dinner's in the dog,eclipse of the sun,exposed to the air,
15 Letters,"7,2,3,3",getting in the way,holiday by the sea,holiday in the sun,impinge on the eye,joining in the fun,Married to the Mob,officer of the day,officer of the law,picking up the tab
15 Letters,"7,2,3,3",propped up the bar,Remains of the Day,stepped on the gas,tiddley om pom pom,whisper in the ear,,,,
15 Letters,"7,2,4,2",pleased to hear it,refused to give in,refused to give up,,,,,,
15 Letters,"7,2,6",absence of malice,anxious to please,balance of nature,batsman on strike,batting an eyelid,benefit of clergy,bottled up inside,bottles of brandy,bottles of claret
15 Letters,"7,2,6",bottles of scotch,bottles of sherry,bottles of squash,bottles of whisky,bunches of grapes,Burnham on Crouch,capital of France,Charles de Gaulle,Chester le Street
15 Letters,"7,2,6",Colossi of Memnon,Company of Wolves,Council of Europe,Council of Nicaea,country of origin,,,,
15 Letters,"7,2,6",Cricket St Thomas,Duchess of Sussex,expense no object,exposed to danger,falling to pieces,feeding on demand,figures of speech,Francis of Assisi,freedom of choice
15 Letters,"7,2,6",freedom of speech,Funeral in Berlin,General de Gaulle,getting it across,Goodbye To Berlin,internet of things,justice is served,keeping up morale,Killing me Softly
15 Letters,"7,2,6",Kingdom of Heaven,lacking in morals,lacking in virtue,leather on willow,letters of credit,Letters to Juliet,liberty of speech,listens to reason,Lorenzo de Medici
15 Letters,"7,2,6",matrons of honour,missing in action,Nascita di Venere,Ninette de Valois,nothing in common,nothing is sacred,nothing to report,nursing an injury,objects of desire
15 Letters,"7,2,6",officer in charge,opposed to change,paragon of virtue,payable on demand,picture of health,pulling up sticks,putting it mildly,putting on record,putting on weight
15 Letters,"7,2,6",Pyramid of Cheops,Quantum of Solace,quarter to eleven,quarter to twelve,Rebecca Dd Mornay,reduced to penury,reduced to rubble,require an answer,restore to health
15 Letters,"7,2,6",setting in motion,Silence is golden,smashed to pieces,soldier of Christ,sources of income,Streets of London,subject to change,subject to status,tenants in common
15 Letters,"7,2,6",thrilla in Manila,trumped up charge,undergo an ordeal,version of events,Waiting to Exhale,walking on tiptoe,washing up liquid,William of Ockham,William of Orange
15 Letters,"7,2,6",wonders to behold,wounded in action,,,,,,,
15 Letters,"7,3,1,4",playing for a draw,,,,,,,,
15 Letters,"7,3,2,3",another cup of tea,Another Way to Die,smiling ear to ear,,,,,,
15 Letters,"7,3,3,2",between you and me,Knights who say Ni,,,,,,,
15 Letters,"7,3,5",address the issue,against the clock,against the grain,against the ropes,against the rules,against the trend,Ariadne auf Naxos,balance the books,Because it's there
15 Letters,"7,3,5",Bedtime for Bonzo,begging for mercy,between the lines,between the teeth,blowing off steam,broaden the scope,calling the shots,Captain von Trapp,Chalons sur Marne
15 Letters,"7,3,5",chapter and verse,charged the earth,charges the earth,Charles and Diana,Charles the First,Charles the Third,cleared the decks,Codlins and Cream,concede the point
15 Letters,"7,3,5",confuse the issue,cooking the books,Cornish ice cream,,,,,,
15 Letters,"7,3,5",costing the earth,covered all bases,crinkle cut chips,Daphnis and Chloe,deliver the goods,devalue the pound,dispute the facts,dispute the point,distort the truth
15 Letters,"7,3,5",disturb the peace,dollars and cents,dustpan and brush,emerald ash borer,England and Wales,entered the arena,Eustace and Hilda,expects the worse,feeding the ducks
15 Letters,"7,3,5",feeling the pinch,follows the crowd,follows the rules,Fortnum and Mason,Hemlock and After,Hengist and Horsa,hognose pit viper,invaded the pitch,invades the pitch
15 Letters,"7,3,5",January the First,jumping off place,jumping off point,jumping the broom,,,,,
15 Letters,"7,3,5",jumping the queue,jumping the shark,knocked off early,knowing the ropes,learned the ropes,Leaving Las Vegas,letting off steam,luffing jib crane,Machine gun Kelly
15 Letters,"7,3,5",Madonna and Child,Madonna del Parto,Mexican hat dance,minding the store,missing the point,mortice and tenon,mortise and tenon,mustard and cress,October the First
15 Letters,"7,3,5",Oradour sur Glane,passing the baton,passing the torch,peaches and cream,persona non grata,playing for keeps,playing the field,poached egg plant,pressed the point
15 Letters,"7,3,5",presses the point,presume the worst,prolong the agony,promise the earth,promise the world,putting the stone,quicken the pulse,reached the limit,reaches the limit
15 Letters,"7,3,5",reading the paper,recover the Ashes,reduced fat foods,reserve the right,reveals the truth,rewired the house,Richard the First,Richard the Third,Rockets Red Glare
15 Letters,"7,3,5",Romulus and Remus,running for cover,sausage and chips,scratch and sniff,seventy two hours,shuffle the cards,,,
15 Letters,"7,3,5",singing the blues,skirted the issue,sounded the alarm,Spanish oat grass,spilled the beans,Starsky and Hutch,stretch the truth,suspect the worst,Tadpole and Taper
15 Letters,"7,3,5",Tarquin the Proud,telling the truth,tertium non datur,Theseus and Medea,through the night,tighten the noose,tighten the screw,Toccata and Fugue,tossing the caber
15 Letters,"7,3,5",Trebles all round,trimmed the sails,turning the screw,unblock the drain,unearth the truth,Valiant for Truth,vanilla ice cream,Waiting for Godot,walking the plank
15 Letters,"7,3,5",weather the storm,Wernher von Braun,Western red cedar,whistle and flute,William the Third,working all hours,working off steam,working the crowd,wrecked the joint
15 Letters,"7,4,1,3",brought down a peg,couldn't give a fig,wouldn't harm a fly,wouldn't hurt a fly,,,,,
15 Letters,"7,4,2,2",couldn't keep it up,couldn't look at it,nothing much to do,nothing much to it,wouldn't hear of it,,,,
15 Letters,"7,4,4",abandon one's post,achieve one's aims,achieve one's goal,African army worm,against one's will,Another Fine Mess,breathe life into,breathe one's last,broaden one's mind
15 Letters,"7,4,4",brought into line,brought into play,buzzing tree frog,cabbage soup diet,Cardiff Arms Park,changed one's tune,changed one's ways,chasing one's tail,Chelsea arts ball
15 Letters,"7,4,4",Chinese take away,closing down sale,,,,,,,
15 Letters,"7,4,4",collect one's wits,collect your wits,convert into cash,couldn't care less,Crested dogs tail,crossed one's arms,crossed one's legs,crosses one's arms,crosses one's legs
15 Letters,"7,4,4",cutting both ways,declare one's love,escaped scot free,evening rush hour,feather one's nest,feather your nest,fisher's love bird,fitness boot camp,frilled tree frog
15 Letters,"7,4,4",ghostly gold tops,gliding tree frog,hanging one's head,Harrier jump jets,hedging one's bets,hedging your bets,hunting with dogs,Journey into Fear,lateral flow test
15 Letters,"7,4,4",loosens one's belt,,,,,,,,
15 Letters,"7,4,4",Malayan leaf frog,mending one's ways,morning rush hour,mottled tree frog,neglect one's duty,Notting Hill Gate,nuclear arms race,nuclear free zone,picking one's nose
15 Letters,"7,4,4",playing with fire,pouring with rain,prepare one's case,present one's case,present your case,quarter past five,quarter past four,quarter past nine,quicken one's pace
15 Letters,"7,4,4",reddish tuco tuco,reduced carb diet,release one's grip,release one's hold,rolling one's eyes,scratch one's head,sharpen one's wits,singing bush lark,slacken one's pace
15 Letters,"7,4,4",slender tree frog,slicked back hair,slipped one's mind,Slumber Dear Maid,special chow mein,spotted wolf fish,stretch one's legs,stretch one's luck,
15 Letters,"7,4,4",stretch your legs,suspect foul play,teeming with life,teeming with rain,thumbed one's nose,tighten one's belt,tighten one's grip,tighten your belt,tighten your grip
